38.7086,39.1294,40.4023,42.5589,45.6526,49.7601,54.9830,61.4505,69.3222,78.7921,90.0931,103.5024,119.3479,138.0157,159.9589,185.7072,215.8788,251.1928,250.7518,22.7029,22.6868,15600
46.7502,47.2704,48.8438,51.5093,55.3322,60.4065,66.8567,74.8405,84.5528,96.2298,110.1544,126.6623,146.1494,169.0797,195.9951,227.5257,264.4013,307.4647,306.9081,24.8575,24.8211,15840
56.6808,57.3225,59.2631,62.5497,67.2619,73.5137,81.4557,91.2784,103.2166,117.5537,134.6274,154.8366,178.6484,206.6064,239.3391,277.5699,322.1257,373.9468,373.2361,29.6131,29.5332,16080
68.9073,69.6956,72.0793,76.1147,81.8968,89.5614,99.2874,111.3002,125.8757,143.3447,164.0986,188.5948,217.3624,251.0089,290.2246,335.7879,388.5669,449.5191,448.6007,39.6933,39.5256,16320
83.8786,84.8403,87.7471,92.6645,99.7028,109.0186,120.8172,135.3552,152.9436,173.9510,198.8070,228.0047,262.1028,301.7257,347.5611,400.3545,460.8975,530.0101,528.8179,59.6275,59.2999,16560
102.0381,103.1972,106.6985,112.6145,121.0666,132.2264,146.3158,163.6091,184.4329,209.1667,238.2414,272.1366,311.3749,356.5129,408.1272,466.7937,533.0595,607.4042,605.8850,95.0324,94.4569,16800
123.7237,125.0939,129.2293,136.2039,146.1409,159.2120,175.6363,195.6784,219.6450,247.8802,280.7584,318.6732,362.0236,411.1944,466.5306,528.3053,596.6786,671.6492,669.8126,149.3286,148.4438,17040
149.0142,150.5892,155.3368,163.3238,174.6603,189.4968,208.0203,230.4492,257.0255,288.0044,323.6421,364.1782,409.8157,460.6957,516.8673,578.2535,644.6126,715.4960,713.4455,219.3029,218.1206,17280
177.5734,179.3197,184.5757,193.3912,205.8469,222.0497,242.1268,266.2174,294.4623,326.9907,363.9047,405.2607,451.0487,501.1689,555.4065,613.4062,674.6473,738.4211,736.3162,294.6498,293.2533,17520
208.6008,210.4599,216.0464,225.3863,238.5203,255.4982,276.3721,301.1876,329.9731,362.7269,399.4031,439.8959,484.0240,531.5136,581.9839,634.9338,689.7327,745.6156,743.5957,363.2813,361.7769,17760
240.9649,242.8661,248.5705,258.0795,271.3926,288.5027,309.3900,334.0143,362.3067,394.1591,429.4143,467.8556,509.1971,553.0755,599.0434,646.5668,695.0249,743.7160,741.8556,417.2255,415.6962,18000
273.4672,275.3441,280.9685,290.3213,303.3681,320.0564,340.3105,364.0269,391.0679,421.2557,454.3660,490.1229,528.1941,568.1880,609.6531,652.0790,694.9008,737.5057,735.8215,454.3728,452.8653,18240
305.0914,306.8931,312.2872,321.2404,333.6955,349.5696,368.7515,391.0985,416.4330,444.5396,475.1617,507.9997,542.7090,578.9003,616.1402,653.9540,691.8289,729.2196,727.6995,476.5706,475.1058,18480
335.1241,336.8183,341.8870,350.2886,361.9532,376.7810,394.6416,415.3722,438.7762,464.6214,492.6397,522.5257,553.9366,586.4935,619.7815,653.3525,686.7269,719.3964,718.0233,486.9874,485.5741,18720
363.1453,364.7146,369.4072,377.1777,387.9498,401.6162,418.0379,437.0436,458.4292,481.9574,507.3574,534.3245,562.5212,591.5766,621.0883,650.6223,679.7152,707.8743,706.6356,488.5157,487.1598,18960
388.9471,390.3837,394.6779,401.7826,411.6193,424.0777,439.0159,456.2599,475.6037,496.8091,519.6057,543.6911,568.7312,594.3601,620.1810,645.7664,670.6583,694.3689,693.2582,483.2884,481.9957,19200
